
100 0.000131
600 0.004216
1100 0.005752
1600 0.00797
2100 0.010735
2600 0.016812
3100 0.024948
3600 0.030931
4100 0.03817
4600 0.049003
5100 0.063246
5600 0.077353
6100 0.089839
6600 0.104853
7100 0.124157
7600 0.132025
8100 0.15074
8600 0.172593
9100 0.19046
9600 0.216854
10100 0.23939
10600 0.254264
11100 0.286082
11600 0.309588
12100 0.337256
12600 0.362659
13100 0.405275
13600 0.42793
14100 0.461202
14600 0.486991
15100 0.528302
15600 0.562746
16100 0.608858
16600 0.639881
17100 0.670442
17600 0.701907
18100 0.749119
18600 0.788094
19100 0.830431
19600 0.875115
20100 0.921682
20600 0.980673
21100 1.01358
21600 1.06483
22100 1.10794
22600 1.14587
23100 1.21819
23600 1.26047
24100 1.34765
24600 1.38945
25100 1.44157
25600 1.47623
26100 1.55009
26600 1.61508
27100 1.67784
27600 1.84425
28100 1.80947
28600 2.03908
29100 2.01092
29600 2.06159
